Region,Month of Period End,Property Type,Region Type,Seasonally Adjusted,State Code,City,last_updated,Measure Display,parent_metro_region,Period Begin,Period End,State,Table Id,Worksheet Filter,active_listings,active_listings_mom,active_listings_yoy,Avg Sale To List,Avg Sale To List Mom,Avg Sale To List Yoy,Homes Sold,Homes Sold Mom,Homes Sold Yoy,Inventory,Inventory Mom,Inventory Yoy,Median Dom,Median Dom Mom,Median Dom Yoy,Median List Ppsf,Median List Ppsf Mom,Median List Ppsf Yoy,Median List Price,Median List Price Mom,Median List Price Yoy,Median Ppsf,Median Ppsf Mom,Median Ppsf Yoy,Median Sale Price,Median Sale Price Mom,Median Sale Price Yoy,months_of_supply,months_of_supply_mom,months_of_supply_yoy,New Listings,New Listings Mom,New Listings Yoy,Number of Records,off_market_in_two_weeks,off_market_in_two_weeks_mom,off_market_in_two_weeks_yoy,parent_metro_region_metro_code,pending_sales,pending_sales_mom,pending_sales_yoy,Period Duration,Price Drops,Price Drops Mom,Price Drops Yoy,property_type_id,region_type_id,Sold Above List,Sold Above List Mom,Sold Above List Yoy
Nebraska,Jul-20,All Residential,State,FALSE,NE,,9/12/21 15:00,,Midwest Region,7/1/20,7/31/20,Nebraska,6,Value,4132,-0.027306968,-0.151017054,1.003274078,0.50%,0.90%,2274,4.40%,13.90%,2010,-0.30%,-29.90%,11,-3,-1,117,-0.015498615,0.070502439,228600,-0.020277054,0.081347586,117,0.009441767,0.071032721,$236K,5.10%,10.00%,0.9,0,-0.5,2136,2.30%,6.40%,1,0.695242783,0.008230996,0.127024167,,1913,-2.50%,6.00%,30,0.226865672,-0.020531453,-0.086004925,-1,4,0.434476693,0.055229677,0.077262264
New Jersey,Nov-18,All Residential,State,FALSE,NJ,,9/12/21 15:00,,Northeast Region,11/1/18,11/30/18,New Jersey,12,Value,55830,-0.077616971,-0.007995736,0.97551727,-0.10%,0.10%,9590,-9.00%,-1.20%,43867,-6.70%,-1.20%,65,0,-2,187,-0.06759414,0.024557247,300300,-0.066021362,0.026425003,188,0.016984726,0.038066887,$305K,1.00%,5.50%,4.6,0.1,0,9369,-27.10%,-2.00%,1,0.177011285,-0.021484993,-0.010493267,,6309,-15.90%,0.50%,30,0.225066679,-0.069695469,0.029868913,-1,4,0.211783107,-0.008657204,0.008693509
New Jersey,Dec-20,All Residential,State,FALSE,NJ,,9/12/21 15:00,,Northeast Region,12/1/20,12/31/20,New Jersey,12,Value,36530,-0.134913681,-0.182133662,0.998586063,0.10%,2.40%,13752,13.70%,39.10%,24188,-18.20%,-28.60%,39,3,-28,228,-0.004650402,0.193346161,369100,-0.026947596,0.182708785,224,0.017962959,0.175459437,$383K,-1.10%,18.30%,1.8,-0.6,-1.6,7153,-29.80%,23.30%,1,0.258163319,-0.03783245,0.0919301,,8500,-11.70%,61.20%,30,0.111129486,-0.030481684,-0.011377301,-1,4,0.403577661,0.006059051,0.189660396
New Mexico,Sep-19,All Residential,State,FALSE,NM,,9/12/21 15:00,,West Region,9/1/19,9/30/19,New Mexico,14,Value,1227,-0.061926606,-0.03689168,0.968889811,-0.90%,-0.30%,292,-0.70%,21.70%,949,-3.70%,-5.20%,63,7,6,228,0.025178582,0.00141746,413100,0.039128192,-0.002012092,234,0.043321208,0.100782343,$397K,0.80%,11.70%,3.3,-0.1,-0.9,266,-18.20%,-2.60%,1,0.195488722,-0.022107495,-0.018895677,,165,-31.50%,-14.90%,30,0.199157007,-0.048558729,-0.021622213,-1,4,0.01369863,0.003494549,0.009531963
Nevada,Oct-20,All Residential,State,FALSE,NV,,9/12/21 15:00,,West Region,10/1/20,10/31/20,Nevada,8,Value,17409,-0.034603227,-0.147286442,0.986974528,-0.10%,0.60%,5210,-1.80%,9.90%,11603,-4.40%,-21.70%,43,0,-14,195,0.002526921,0.097009612,345300,0.007142044,0.111622836,189,0.000544562,0.097233574,$340K,-0.50%,11.20%,2.2,-0.1,-0.9,5414,-8.00%,10.90%,1,0.303255641,-0.023062826,0.073922532,,4549,-1.90%,24.60%,30,0.183487029,-0.009280085,-0.078992733,-1,4,0.244145873,-0.001425178,0.084508589
Nevada,Jun-21,All Residential,State,FALSE,NV,,9/12/21 15:00,,West Region,6/1/21,6/30/21,Nevada,8,Value,12938,0.026906897,-0.277973101,1.013993947,0.20%,3.00%,6011,13.30%,52.10%,7102,5.90%,-44.00%,15,-5,-35,227,0.023186914,0.189286864,401700,0.041344876,0.165569531,221,0.028564515,0.223723524,$386K,3.50%,18.70%,1.2,-0.1,-2,6277,2.20%,24.30%,1,0.53814229,-0.024891799,0.261665899,,5408,-0.20%,44.90%,30,0.149535342,0.023509988,-0.033609927,-1,4,0.55880885,0.028554374,0.351318972
New York,Aug-18,All Residential,State,FALSE,NY,,9/12/21 15:00,,Northeast Region,8/1/18,8/31/18,New York,16,Value,78033,-0.002875105,0.001244611,0.981807087,-0.10%,0.30%,15057,11.70%,-3.70%,62088,-1.30%,2.00%,52,1,-12,297,-0.03620099,0.021867829,409600,-0.026675257,0.053128641,293,-0.055172647,-0.05327826,$406K,-5.50%,-2.40%,4.1,-0.6,0.2,16257,-8.20%,3.40%,1,0.217505533,-0.000172668,0.012964327,,10327,-0.90%,-2.60%,30,0.19063265,-0.000860093,0.012219096,-1,4,0.267251112,-0.011351054,0.03523166
Ohio,Apr-20,All Residential,State,FALSE,OH,,9/12/21 15:00,,Midwest Region,4/1/20,4/30/20,Ohio,22,Value,38488,-0.045223388,-0.216433559,0.980597143,0.60%,0.50%,9964,-7.50%,-18.60%,27184,-3.20%,-22.70%,46,-6,-5,113,0.011611941,0.071639808,192000,0.005804045,0.061726581,109,0.024685799,0.080804824,$178K,1.40%,7.30%,2.7,0.1,-0.2,10743,-18.00%,-35.20%,1,0.227175595,-0.051599495,0.000659443,,8590,0.70%,-16.70%,30,0.132173337,-0.009732273,-0.03356419,-1,4,0.28161381,0.046188633,0.056152435
Ohio,Nov-20,All Residential,State,FALSE,OH,,9/12/21 15:00,,Midwest Region,11/1/20,11/30/20,Ohio,22,Value,36864,-0.112886536,-0.202008832,0.99137821,-0.10%,2.30%,12176,-16.10%,14.00%,23995,-9.80%,-29.20%,40,0,-14,114,-0.019859119,0.123679001,179500,-0.046516138,0.116426301,115,-0.004623925,0.14671791,$191K,-1.00%,15.90%,2,0.2,-1.2,10409,-29.40%,11.40%,1,0.227426568,-0.022826884,0.083956502,,10880,-14.50%,29.10%,30,0.246342988,0.02869018,0.065479993,-1,4,0.361284494,-0.013413886,0.177312956
Oregon,Aug-19,All Residential,State,FALSE,OR,,9/12/21 15:00,,West Region,8/1/19,8/31/19,Oregon,24,Value,21162,-0.015354551,-0.017639959,0.990894727,-0.30%,-0.20%,6248,2.50%,-2.90%,14854,-0.90%,-4.90%,35,4,1,213,0.001720115,0.035336836,367800,-0.007546354,0.03187668,211,-0.01504478,0.031847577,$366K,0.30%,3.40%,2.4,-0.1,0,6430,-5.90%,-7.00%,1,0.372984326,-0.011612783,0.000664253,,4956,-5.90%,3.00%,30,0.317759526,0.01581234,0.007741591,-1,4,0.285371319,-0.020466661,-0.02267966
Rhode Island,Dec-18,All Residential,State,FALSE,RI,,9/12/21 15:00,,Northeast Region,12/1/18,12/31/18,Rhode Island,28,Value,5263,-0.151949726,0.080032834,0.976366556,-0.20%,0.00%,1126,-15.50%,-12.90%,3830,-16.00%,10.80%,63,1,0,164,0.056834188,0.085550545,272200,0.026484299,0.098627208,159,-0.019045245,0.039410713,$269K,-1.00%,3.80%,3.4,0,0.7,722,-35.20%,3.90%,1,0.205279185,0.00881619,0.016836389,,778,-22.70%,-3.50%,30,0.128720627,-0.082336855,0.025162628,-1,4,0.226465364,-0.030848964,-0.017154125
Rhode Island,May-19,All Residential,State,FALSE,RI,,9/12/21 15:00,,Northeast Region,5/1/19,5/31/19,Rhode Island,28,Value,6463,0.091538591,0.020688566,0.981957666,0.30%,-0.40%,1508,29.10%,9.60%,4668,8.40%,0.00%,49,-9,2,177,0.012900048,0.046694964,317800,0.023337483,0.063458859,170,0.027970648,0.073437677,$294K,5.60%,7.00%,3.1,-0.6,-0.3,2215,6.60%,-5.70%,1,0.318042104,-0.077371858,0.010024664,,1393,18.40%,4.90%,30,0.195158526,0.032400226,0.019847767,-1,4,0.278514589,0.036220068,-0.041252853
Tennessee,Feb-21,All Residential,State,FALSE,TN,,9/12/21 15:00,,South Region,2/1/21,2/28/21,Tennessee,34,Value,19074,-0.031334112,-0.286045815,0.992487345,0.20%,1.10%,5999,4.20%,5.80%,12053,-2.20%,-39.70%,41,-6,-24,162,-0.001153336,0.121822083,305300,0.018890018,0.101543395,154,0.034647602,0.125268683,$288K,2.20%,12.10%,2,-0.1,-1.5,6846,-1.50%,-3.10%,1,0.45019798,0.074986788,0.159986389,,5526,-4.50%,31.00%,30,0.105616859,-0.037159115,-0.021920387,-1,4,0.315385898,0.012902828,0.134818097
Virginia,Sep-18,All Residential,State,FALSE,VA,,9/12/21 15:00,,South Region,9/1/18,9/30/18,Virginia,42,Value,31800,-0.044011544,-0.082118632,0.987216859,-0.30%,0.10%,7118,-26.70%,-12.60%,24506,4.00%,-3.70%,37,7,-1,185,0.071742296,0.034861435,353500,0.085118564,0.026727151,181,-0.011715042,0.045537787,$328K,-3.70%,3.90%,3.4,1,0.3,8488,-17.00%,-9.90%,1,0.299871192,-0.067109678,-0.079493934,,5044,-31.30%,-23.20%,30,0.263037623,-0.031471881,-0.000329102,-1,4,0.221831975,-0.023689952,0.010458848
Vermont,Jan-20,All Residential,State,FALSE,VT,,9/12/21 15:00,,Northeast Region,1/1/20,1/31/20,Vermont,40,Value,4284,-0.058254561,-0.103578154,0.961671859,0.10%,1.00%,527,-31.30%,21.40%,3564,-4.90%,-14.30%,117,10,0,147,0.058552004,0.084031196,255800,0.05987584,0.021295987,130,-0.067513249,0.04345776,$237K,-3.90%,7.90%,6.8,1.9,-2.8,620,55.40%,-4.20%,1,0.255518892,0.086511703,0.024459368,,252,-19.00%,28.60%,30,0.102132435,0.022869025,-0.00828373,-1,4,0.144212524,-0.033101687,0.003659528
West Virginia,Apr-21,All Residential,State,FALSE,WV,,9/12/21 15:00,,South Region,4/1/21,4/30/21,West Virginia,46,Value,1179,0.059299191,-0.30890973,1.00288471,1.00%,1.40%,432,5.90%,17.10%,695,10.80%,-45.40%,36,-15,-28,142,0.013183157,0.231079525,273700,0.03516055,0.199062898,128,-0.033265156,0.214985346,$243K,-0.40%,15.20%,1.6,0.1,-1.9,552,2.40%,35.00%,1,0.504421706,-0.062629097,0.208933917,,437,12.10%,47.10%,30,0.096402878,-0.027999036,-0.032325537,-1,4,0.430555556,0.08251634,0.213753388
Alaska,Sep-19,All Residential,State,FALSE,AK,,9/12/21 15:00,,West Region,9/1/19,9/30/19,Alaska,3,Value,4735,-0.066443218,-0.052621048,0.985919651,0.40%,0.40%,693,-14.10%,1.50%,3817,-5.70%,-6.70%,87,5,-1,168,0.000938387,0.041623138,296200,-0.002247728,0.03169986,167,0.003569962,0.013608521,$291K,-1.80%,2.90%,5.5,0.5,-0.5,736,-23.50%,11.20%,1,0.052342432,0.009680865,0.011452227,,464,-16.40%,7.20%,30,,,,-1,4,0.194805195,0.013888218,0.043999924
Alaska,Mar-21,All Residential,State,FALSE,AK,,9/12/21 15:00,,West Region,3/1/21,3/31/21,Alaska,3,Value,2017,0.114980652,-0.416208394,0.995270363,0.70%,0.90%,708,46.30%,28.00%,1067,2.90%,-61.40%,20,-16,-80,186,0.006887466,0.105410058,343000,0.044062584,0.092162952,180,0.039987785,0.065081435,$312K,2.40%,6.00%,1.5,-0.6,-3.5,994,32.70%,19.90%,1,0.717295837,0.029964517,0.610893632,,811,31.90%,133.00%,30,0.167760075,-0.007746193,,-1,4,0.320621469,0.062357006,0.136173006
Arizona,Sep-18,All Residential,State,FALSE,AZ,,9/12/21 15:00,,West Region,9/1/18,9/30/18,Arizona,5,Value,35091,-0.017994067,-0.051184296,0.982398364,0.00%,0.10%,8476,-14.60%,-5.40%,25603,2.00%,-5.30%,45,0,-3,154,0.010063034,0.07149739,273300,0.016769011,0.069368915,148,-0.003449107,0.074946025,$257K,-1.50%,6.70%,3,0.5,0,10228,-9.60%,-4.00%,1,0.233470202,-0.00980023,-0.010390456,,7161,-11.10%,-0.30%,30,0.23524587,-0.011846227,0.007875579,-1,4,0.16434639,-0.012610001,0.007221069
Arkansas,May-18,All Residential,State,FALSE,AR,,9/12/21 15:00,,South Region,5/1/18,5/31/18,Arkansas,7,Value,8735,0.034952607,-0.04587657,0.969751959,0.20%,0.50%,1648,7.10%,2.60%,6909,2.10%,-5.20%,66,-3,-10,92,-0.013642015,0.013902025,160700,-0.034708971,0.023025935,89,0.00815425,0.036264546,$154K,1.10%,4.70%,4.2,-0.2,-0.3,2110,-2.40%,2.50%,1,0.246724091,-0.037518436,-0.005906459,,1221,12.10%,6.80%,30,0.177304965,0.028620365,0.008969116,-1,4,0.117718447,0.010505971,0.012553543
Arkansas,Apr-21,All Residential,State,FALSE,AR,,9/12/21 15:00,,South Region,4/1/21,4/30/21,Arkansas,7,Value,5575,0.021998167,-0.261687194,0.986916751,1.10%,2.00%,1760,-4.70%,20.40%,3448,1.10%,-40.60%,43,-10,-25,110,0.023810698,0.132743677,189800,0.016777005,0.123519022,105,0.039213688,0.112705874,$187K,3.80%,12.80%,2,0.2,-2,2182,3.70%,37.30%,1,0.370203681,0.046378615,0.169478488,,1730,9.70%,58.00%,30,0.100638051,0.005302175,0.002635984,-1,4,0.309090909,0.096198168,0.182551921
California,Sep-19,All Residential,State,FALSE,CA,,9/12/21 15:00,,West Region,9/1/19,9/30/19,California,9,Value,122005,-0.038997763,-0.024303445,0.993516432,-0.20%,-0.30%,29604,-12.50%,10.30%,86406,-1.60%,-5.60%,41,2,4,387,0.078121318,0.014437417,625500,0.079164358,0.026535298,379,-0.002194574,-0.001454781,$581K,-0.10%,0.60%,2.9,0.3,-0.5,35034,-7.00%,-5.00%,1,0.307042766,0.002458694,0.008558492,,26342,-11.30%,1.90%,30,0.255688262,-0.019786832,-0.023759661,-1,4,0.316072152,-0.012216349,-0.026709433
California,Jun-21,All Residential,State,FALSE,CA,,9/12/21 15:00,,West Region,6/1/21,6/30/21,California,9,Value,90908,0.046820663,-0.111341375,1.044322467,0.20%,5.00%,41163,12.80%,42.90%,48649,4.30%,-24.30%,19,-1,-16,455,-0.000540921,0.117581338,744600,0.000458468,0.108527918,471,0.007423475,0.285625542,$787K,1.10%,28.40%,1.2,-0.1,-1,44497,5.60%,24.50%,1,0.51413704,-0.017517025,0.102642466,,39257,5.10%,32.30%,30,0.16080495,0.025647795,-0.038196466,-1,4,0.663459903,0.019585259,0.316178842
Colorado,Sep-20,All Residential,State,FALSE,CO,,9/12/21 15:00,,West Region,9/1/20,9/30/20,Colorado,11,Value,22420,-0.086352337,-0.177730507,1.000194784,0.20%,1.20%,8850,-2.00%,31.50%,11677,-7.40%,-35.30%,19,0,-12,222,0.003416516,0.10038792,445400,0.004080438,0.09073081,186,0.003401636,0.079514749,$461K,0.80%,11.20%,1.3,-0.1,-1.4,9906,-5.70%,13.40%,1,0.558596177,-0.006355774,0.169307973,,9448,-10.20%,26.30%,30,0.291170677,-0.001771432,-0.068926781,-1,4,0.38519774,0.029826755,0.185465239
Columbia,May-19,All Residential,State,FALSE,DC,,9/12/21 15:00,,South Region,5/1/19,5/31/19,Columbia,17,Value,2982,0.050369849,0.07112069,1.00025313,-0.50%,-0.50%,1005,8.20%,-1.60%,1874,10.20%,11.00%,21,1,10,491,0.033121451,-0.047365797,594900,-0.024674154,-0.032682927,474,-0.030080487,-0.082008288,$595K,0.90%,0.80%,1.9,0.1,0.2,1297,4.90%,1.40%,1,0.516853933,-0.042416584,-0.076707436,,979,-0.80%,-1.50%,30,0.270010672,0.041321666,-0.082477479,-1,4,0.381094527,0.015109597,-0.034184611
Columbia,Jul-20,All Residential,State,FALSE,DC,,9/12/21 15:00,,South Region,7/1/20,7/31/20,Columbia,17,Value,3220,0.082352941,0.158273381,1.003444602,0.70%,0.00%,999,23.80%,18.90%,2035,5.30%,14.60%,29,0,5,528,0.026220056,0.121252543,639900,-0.015538462,0.144722719,504,0.051994406,0.043898439,$644K,3.80%,10.90%,2,-0.4,-0.1,1296,16.00%,48.80%,1,0.465851172,0.011739134,0.03502593,,981,16.90%,19.10%,30,0.22014742,0.02346005,-0.045055283,-1,4,0.391391391,0.064253845,0.047343772
Columbia,Jul-21,All Residential,State,FALSE,DC,,9/12/21 15:00,,South Region,7/1/21,7/31/21,Columbia,17,Value,3075,-0.069872958,-0.045031056,1.010732351,-1.10%,0.70%,1018,-11.90%,1.90%,1977,-3.30%,-2.90%,26,4,-3,529,-0.040133868,0.000903007,639500,-0.029666161,-0.000703235,553,0.0095808,0.096700597,$673K,-4.50%,4.50%,1.9,0.1,-0.1,1052,-19.50%,-18.80%,1,0.369281046,-0.068454803,-0.096570127,,918,-13.40%,-6.40%,30,0.284774911,0.020097808,0.064627491,-1,4,0.3978389,-0.059773557,0.006447508
Connecticut,Jul-19,All Residential,State,FALSE,CT,,9/12/21 15:00,,Northeast Region,7/1/19,7/31/19,Connecticut,13,Value,27047,-0.022126613,-0.024032043,0.978597767,0.10%,0.30%,5090,-0.30%,0.80%,21326,-2.40%,-3.30%,64,3,-1,151,-0.031275833,0.022981922,270100,-0.070936001,0.024778397,149,-0.009445575,0.002589246,$279K,-1.80%,0.30%,4.2,-0.1,-0.2,5515,-11.70%,-0.40%,1,0.123908829,-0.00880573,0.001297966,,3781,-6.40%,1.40%,30,0.238863359,-0.000369558,0.008160411,-1,4,0.254027505,0.011229151,0.019770079
Connecticut,Feb-21,All Residential,State,FALSE,CT,,9/12/21 15:00,,Northeast Region,2/1/21,2/28/21,Connecticut,13,Value,13624,-0.044801234,-0.284040149,0.991049612,0.10%,1.90%,3290,-18.00%,20.20%,9620,-2.10%,-37.50%,65,3,-25,184,0.038182311,0.129719363,345100,0.083643914,0.069996494,169,-0.007187725,0.185671451,$312K,-1.60%,28.90%,2.9,0.5,-2.7,3895,6.10%,-20.20%,1,0.263314767,0.0839978,0.019487083,,2688,-9.40%,46.90%,30,0.081808732,-0.037197682,-0.077827277,-1,4,0.369300912,0.006299167,0.144319173
Delaware,Oct-20,All Residential,State,FALSE,DE,,9/12/21 15:00,,South Region,10/1/20,10/31/20,Delaware,15,Value,2480,0.029900332,-0.24205379,0.993041045,-0.30%,1.20%,1039,3.40%,24.10%,1328,-2.30%,-41.40%,25,5,-18,144,0.021780116,0.121156788,260900,-0.029038731,0.107430761,139,-0.003855405,0.091237088,$262K,-2.00%,11.30%,1.3,-0.1,-1.4,1145,9.30%,12.50%,1,0.542401514,0.020980468,0.132406893,,1013,9.40%,35.20%,30,0.230421687,0.020708662,-0.043387837,-1,4,0.314725698,0.004277937,0.094892962
Florida,Jan-20,All Residential,State,FALSE,FL,,9/12/21 15:00,,South Region,1/1/20,1/31/20,Florida,19,Value,161735,0.080502388,-0.073730449,0.965676572,-0.20%,0.30%,25108,-25.80%,15.60%,125426,7.20%,-10.80%,62,5,-3,182,0.059790508,0.081687362,304400,0.085686491,0.094753545,165,0.000821605,0.054500754,$260K,-2.00%,7.10%,5,1.5,-1.5,47321,66.10%,2.20%,1,0.370816955,0.101434827,0.067775467,,22689,11.50%,11.70%,30,0.220568303,0.066031239,-0.025107767,-1,4,0.104269556,-0.005737835,0.007781962
Florida,Jul-20,All Residential,State,FALSE,FL,,9/12/21 15:00,,South Region,7/1/20,7/31/20,Florida,19,Value,154652,-0.027229669,-0.066257713,0.972388685,0.20%,0.30%,41353,18.80%,11.80%,108594,-4.60%,-13.00%,59,-2,3,182,0.005456282,0.113374723,302400,0.00097852,0.120650561,171,0.033737666,0.086422299,$290K,4.60%,11.70%,2.6,-0.7,-0.8,42771,4.70%,10.60%,1,0.387390423,0.02051516,0.068052173,,30215,6.50%,15.70%,30,0.176298875,-0.003598698,-0.034446748,-1,4,0.138587285,0.010351957,0.020523658
Florida,Nov-20,All Residential,State,FALSE,FL,,9/12/21 15:00,,South Region,11/1/20,11/30/20,Florida,19,Value,134863,-0.062318357,-0.136827081,0.975997734,0.10%,0.70%,36068,-10.20%,23.90%,96250,-4.00%,-21.70%,41,-4,-13,190,0.011946488,0.097716182,306700,-0.011162291,0.086551349,179,0.008749308,0.126769133,$299K,0.70%,14.70%,2.7,0.2,-1.5,36359,-17.40%,3.00%,1,0.377800875,-0.021324616,0.068204171,,28788,-10.80%,34.00%,30,0.156664935,-0.016689416,-0.02811175,-1,4,0.163219474,0.001608843,0.046942002
Florida,Feb-21,All Residential,State,FALSE,FL,,9/12/21 15:00,,South Region,2/1/21,2/28/21,Florida,19,Value,122718,-0.032756908,-0.258111515,0.975905168,0.20%,0.80%,35329,15.40%,23.80%,76030,-8.70%,-40.60%,45,0,-17,200,0.02254018,0.13703968,324500,0.028530074,0.118256313,187,0.012212372,0.151660916,$308K,0.70%,16.70%,2.2,-0.5,-2.3,41146,-0.10%,-3.00%,1,0.466211221,0.056479525,0.1120306,,34989,9.90%,43.20%,30,0.136380376,-0.024171736,-0.06905422,-1,4,0.17263438,0.016677371,0.063049659
Hawaii,Aug-18,All Residential,State,FALSE,HI,,9/12/21 15:00,,West Region,8/1/18,8/31/18,Hawaii,25,Value,7312,-0.006656704,0.020516399,0.97844274,0.00%,0.20%,1347,6.10%,1.10%,5931,-1.50%,2.20%,80,-7,-5,505,-0.01727355,0.031867379,605900,0.025453461,0.077206984,483,-0.013057472,0.030043783,$574K,-0.60%,4.70%,4.4,-0.3,0,1399,-12.90%,-4.40%,1,0.115548797,-0.005074094,-0.069125661,,865,5.60%,3.10%,30,0.180745237,0.014023218,0.02122758,-1,4,0.173719376,0.002065833,-0.008576198
Idaho,Feb-18,All Residential,State,FALSE,ID,,9/12/21 15:00,,West Region,2/1/18,2/28/18,Idaho,27,Value,7786,0.014198255,0.025418148,0.991411849,0.60%,0.80%,1516,5.40%,23.40%,6247,1.20%,-0.60%,88,5,-18,151,0.026995094,0.116140775,264900,0.008969156,0.109904101,139,0.039687603,0.108209922,$243K,2.90%,9.70%,4.1,-0.2,-1,1709,22.70%,19.50%,1,0.447115504,0.088562594,0.030186005,,935,12.10%,18.20%,30,0.057947815,-0.010727274,,-1,4,0.248680739,0.049931607,0.050145344
Idaho,Oct-18,All Residential,State,FALSE,ID,,9/12/21 15:00,,West Region,10/1/18,10/31/18,Idaho,27,Value,9051,0.005666667,-0.052548938,0.988443638,0.00%,0.20%,2449,8.80%,3.40%,6024,-13.90%,-18.70%,49,-3,-6,159,0.000923659,0.132730156,285900,0.002482711,0.131592946,155,-0.003065043,0.135565929,$270K,-0.80%,14.60%,2.5,-0.6,-0.6,2210,-2.40%,20.50%,1,0.33677955,-0.088620545,-0.000990388,,1888,24.30%,26.50%,30,0.27440239,0.055420115,0.151088845,-1,4,0.214781543,-0.024774012,0.007098977
Idaho,Nov-20,All Residential,State,FALSE,ID,,9/12/21 15:00,,West Region,11/1/20,11/30/20,Idaho,27,Value,4806,-0.18625127,-0.396988708,1.005796464,0.20%,1.70%,2495,-19.50%,11.20%,2570,-20.00%,-55.50%,22,-5,-23,210,0.01113377,0.198704942,380200,0.003418758,0.218211906,203,0.02162275,0.206151591,$369K,2.00%,20.30%,1,0,-1.6,1622,-37.90%,-6.50%,1,0.582865522,-0.013418465,0.198566231,,1896,-17.80%,29.00%,30,0.085992218,-0.009928056,-0.071702087,-1,4,0.405611222,0.028916581,0.19660944
Illinois,Jun-18,All Residential,State,FALSE,IL,,9/12/21 15:00,,Midwest Region,6/1/18,6/30/18,Illinois,29,Value,60625,0.018633645,-0.021577741,0.978428386,0.10%,0.10%,16147,7.90%,-5.20%,44743,5.20%,-0.70%,29,-2,-3,150,-0.021052695,0.017767968,248300,-0.046502617,0.007422762,149,0.022736013,0.027405991,$251K,4.30%,3.60%,2.8,0,0.2,18758,-9.00%,-2.10%,1,0.401605866,-0.043034805,-0.011525547,,12068,-8.50%,-2.80%,30,0.289698947,0.008741415,0.010022888,-1,4,0.229392457,0.006346365,0.010457198
Illinois,Dec-18,All Residential,State,FALSE,IL,,9/12/21 15:00,,Midwest Region,12/1/18,12/31/18,Illinois,29,Value,45911,-0.135532584,0.028218853,0.96596599,-0.10%,-0.20%,8710,-13.40%,-13.50%,34951,-12.80%,5.20%,55,6,3,128,-0.050507485,0.010621721,197100,-0.070018707,0.001474832,131,-0.02972072,-0.007768626,$213K,-2.80%,0.40%,4,0,0.7,6099,-32.70%,-5.40%,1,0.255505938,-0.009496121,-0.038444241,,5324,-25.80%,-6.60%,30,0.142370748,-0.077890821,0.006433812,-1,4,0.158783008,0.002505048,-0.010168124
Illinois,Jun-21,All Residential,State,FALSE,IL,,9/12/21 15:00,,Midwest Region,6/1/21,6/30/21,Illinois,29,Value,43587,0.064447592,-0.142663257,1.003320611,0.40%,2.90%,18628,20.70%,51.20%,26042,12.80%,-19.80%,10,-1,-24,176,-0.005659967,0.064103967,290900,-0.023834482,0.035717357,178,0.011920891,0.206307552,$301K,2.40%,20.40%,1.4,-0.1,-1.2,20742,6.90%,13.10%,1,0.616380742,-0.058814417,0.063920942,,15114,-3.00%,14.70%,30,0.246332847,0.044851622,-0.025248889,-1,4,0.47611123,0.024698947,0.282798457
Indiana,Mar-19,All Residential,State,FALSE,IN,,9/12/21 15:00,,Midwest Region,3/1/19,3/31/19,Indiana,31,Value,10702,0.088708037,-0.05601129,0.975796299,0.70%,0.10%,3358,37.50%,-1.70%,6624,-0.20%,-6.40%,36,-11,-10,95,-0.007930012,0.05619257,204500,0.002280434,0.054204859,92,0.047227606,0.067932434,$183K,3.10%,3.90%,2,-0.7,-0.1,4128,34.80%,-5.30%,1,0.587778117,0.073404627,0.115012475,,3092,38.30%,-3.40%,30,0.225996377,-0.004494735,0.009883303,-1,4,0.156938654,0.028408159,-0.030945455
Indiana,Nov-20,All Residential,State,FALSE,IN,,9/12/21 15:00,,Midwest Region,11/1/20,11/30/20,Indiana,31,Value,8536,-0.130665037,-0.239486814,0.987886328,0.00%,1.40%,3922,-14.60%,20.40%,4748,-11.20%,-38.50%,13,0,-12,109,-0.003405586,0.12127182,210700,-0.015083573,0.145340959,106,-0.011378934,0.117621124,$220K,0.40%,14.60%,1.2,0,-1.2,3226,-28.30%,11.40%,1,0.55598896,-0.045751757,0.155501008,,3348,-15.60%,27.50%,30,0.309814659,-0.038109022,0.017175986,-1,4,0.288628251,-0.003120062,0.136647901
Indiana,Apr-21,All Residential,State,FALSE,IN,,9/12/21 15:00,,Midwest Region,4/1/21,4/30/21,Indiana,31,Value,8146,0.104392625,-0.129514854,1.00412436,1.00%,2.20%,3796,10.90%,16.90%,3528,5.10%,-40.00%,10,-3,-6,118,0.017856641,0.123116594,235900,0.005727025,0.089522907,117,0.044727913,0.164396042,$231K,5.10%,11.40%,0.9,-0.1,-0.9,4805,16.10%,43.00%,1,0.740682197,-0.0009628,0.175071764,,4154,15.10%,43.50%,30,0.198412698,-0.000872378,-0.03316804,-1,4,0.447576396,0.093604434,0.215977998
Iowa,May-18,All Residential,State,FALSE,IA,,9/12/21 15:00,,Midwest Region,5/1/18,5/31/18,Iowa,33,Value,5805,-0.067020251,-0.18924581,0.987019773,0.30%,-0.10%,1606,26.60%,2.90%,3919,-0.20%,-28.80%,42,-33,-28,143,0.00181144,0.055144256,209700,-0.003632306,0.053103021,139,0.023032959,0.035109579,$198K,-0.20%,6.60%,2.4,-0.7,-1.1,1935,9.90%,6.10%,1,0.508097799,0.101111497,0.454963498,,1415,-14.80%,25.40%,30,0.178872161,0.031468903,0.173420589,-1,4,0.264009963,0.022087189,-0.036631063
